,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,92,93,101,104,110
2023-10-20 22:00:00,"['lalik', -2]","['lalik', -2]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 6]","['inactive', inf]","['rest', 6]","['rest', 2]","['rest', 2]","['rest', 6]","['rest', 2]","['rest', 2]","['rest', 2]","['rest', 2]","['rest', 2]","['rest', inf]","['rest', 2]","['lalik', -2]","['rest', 6]","['rest', 1]","['rest', 2]","['rest', 1]","['lalik', -2]","['salanova', -2]","['salanova', -2]","['salanova', -2]","['inactive', inf]","['rest', inf]","['rest', inf]","['sior', -6]","['sior', -6]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 2]","['inactive', inf]","['rest', 1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['salanova', -2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -6]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-20 23:00:00,"['lalik', -1]","['lalik', -1]","['rest', 7]","['inactive', 7]","['rest', 7]","['rest', 7]","['inactive', 7]","['rest', inf]","['rest', 7]","['rest', 3]","['inactive', 3]","['rest', 7]","['inactive', 3]","['rest', 3]","['rest', 3]","['rest', 3]","['rest', 3]","['rest', inf]","['inactive', 3]","['lalik', -1]","['rest', 7]","['rest', 2]","['rest', 3]","['rest', 2]","['lalik', -1]","['salanova', -1]","['salanova', -1]","['salanova', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -5]","['sior', -5]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 3]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', 3]","['rest', inf]","['rest', 2]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -5]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]"
2023-10-21 00:00:00,"['rest', 0]","['rest', 0]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['lalik', -4]","['rest', 8]","['rest', 4]","['rest', 4]","['salanova', -4]","['rest', 4]","['rest', 4]","['rest', 4]","['inactive', 4]","['rest', 4]","['rest', inf]","['rest', 4]","['rest', 0]","['rest', 8]","['rest', 3]","['rest', 4]","['rest', 3]","['rest', 0]","['rest', 0]","['rest', 0]","['rest', 0]","['lalik', -4]","['inactive', inf]","['lalik', -4]","['sior', -4]","['sior', -4]","['salanova', -4]","['rest', inf]","['salanova', -4]","['salanova', -4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 4]","['rest', inf]","['inactive', 3]","['inactive', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', 0]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -4]","['inactive', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['lalik', -4]","['inactive', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]"
2023-10-21 01:00:00,"['rest', 1]","['rest', 1]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 9]","['lalik', -3]","['rest', 9]","['rest', 5]","['rest', 5]","['salanova', -3]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', inf]","['rest', 5]","['rest', 1]","['rest', 9]","['rest', 4]","['rest', 5]","['rest', 4]","['rest', 1]","['rest', 1]","['rest', 1]","['inactive', 1]","['lalik', -3]","['rest', inf]","['lalik', -3]","['sior', -3]","['sior', -3]","['salanova', -3]","['inactive', inf]","['salanova', -3]","['salanova', -3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 5]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 5]","['rest', inf]","['rest', 4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 1]","['rest', inf]","['inactive', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['inactive', inf]","['sior', -3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['lalik', -3]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 02:00:00,"['inactive', 2]","['rest', 2]","['rest', 10]","['rest', 10]","['rest', 10]","['rest', 10]","['inactive', 10]","['lalik', -2]","['rest', 10]","['rest', 6]","['rest', 6]","['salanova', -2]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', inf]","['rest', 6]","['rest', 2]","['rest', 10]","['rest', 5]","['rest', 6]","['rest', 5]","['rest', 2]","['rest', 2]","['rest', 2]","['rest', 2]","['lalik', -2]","['rest', inf]","['lalik', -2]","['sior', -2]","['sior', -2]","['salanova', -2]","['rest', inf]","['salanova', -2]","['salanova', -2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 6]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 6]","['rest', inf]","['rest', 5]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 2]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['lalik', -2]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 03:00:00,"['rest', 3]","['inactive', 3]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', 11]","['lalik', -1]","['inactive', 11]","['rest', 7]","['rest', 7]","['salanova', -1]","['rest', 7]","['inactive', 7]","['rest', 7]","['rest', 7]","['rest', 7]","['rest', inf]","['rest', 7]","['rest', 3]","['rest', 11]","['rest', 6]","['rest', 7]","['rest', 6]","['rest', 3]","['inactive', 3]","['rest', 3]","['rest', 3]","['lalik', -1]","['rest', inf]","['lalik', -1]","['sior', -1]","['sior', -1]","['salanova', -1]","['rest', inf]","['salanova', -1]","['inactive', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', 7]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 7]","['rest', inf]","['rest', 6]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 3]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['lalik', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 04:00:00,"['rest', 4]","['rest', 4]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 0]","['rest', 12]","['rest', 8]","['rest', 8]","['rest', 0]","['inactive', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['inactive', inf]","['rest', 8]","['rest', 4]","['salanova', -4]","['rest', 7]","['sior', -8]","['rest', 7]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 0]","['rest', inf]","['rest', 0]","['rest', 0]","['rest', 0]","['rest', 0]","['lalik', -4]","['rest', 0]","['rest', 0]","['lalik', -4]","['lalik', -4]","['rest', inf]","['inactive', inf]","['salanova', -4]","['salanova', -4]","['rest', 8]","['salanova', -4]","['sior', -8]","['rest', inf]","['sior', -8]","['rest', inf]","['inactive', 8]","['rest', inf]","['inactive', 7]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', 4]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 0]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', 0]","['lalik', -4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]"
2023-10-21 05:00:00,"['rest', 5]","['rest', 5]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 1]","['rest', 13]","['rest', 9]","['rest', 9]","['rest', 1]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', inf]","['rest', 9]","['rest', 5]","['salanova', -3]","['rest', 8]","['sior', -7]","['rest', 8]","['rest', 5]","['rest', 5]","['inactive', 5]","['rest', 5]","['rest', 1]","['inactive', inf]","['rest', 1]","['rest', 1]","['rest', 1]","['rest', 1]","['lalik', -3]","['rest', 1]","['inactive', 1]","['lalik', -3]","['lalik', -3]","['rest', inf]","['rest', inf]","['salanova', -3]","['salanova', -3]","['inactive', 9]","['salanova', -3]","['sior', -7]","['rest', inf]","['sior', -7]","['rest', inf]","['inactive', 9]","['rest', inf]","['rest', 8]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 5]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 1]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', 1]","['lalik', -3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 06:00:00,"['rest', 6]","['rest', 6]","['rest', 14]","['rest', 14]","['rest', 14]","['rest', 14]","['rest', 14]","['rest', 2]","['rest', 14]","['rest', 10]","['rest', 10]","['rest', 2]","['rest', 10]","['rest', 10]","['rest', 10]","['rest', 10]","['rest', 10]","['rest', inf]","['rest', 10]","['rest', 6]","['salanova', -2]","['rest', 9]","['sior', -6]","['rest', 9]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 2]","['rest', inf]","['rest', 2]","['inactive', 2]","['rest', 2]","['rest', 2]","['lalik', -2]","['rest', 2]","['rest', 2]","['lalik', -2]","['lalik', -2]","['rest', inf]","['rest', inf]","['salanova', -2]","['salanova', -2]","['rest', 10]","['salanova', -2]","['sior', -6]","['rest', inf]","['sior', -6]","['rest', inf]","['inactive', 10]","['rest', inf]","['rest', 9]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 6]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 2]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 2]","['lalik', -2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['inactive', inf]","['rest', inf]"
2023-10-21 07:00:00,"['rest', 7]","['rest', 7]","['rest', 15]","['inactive', 15]","['rest', 15]","['rest', 15]","['inactive', 15]","['rest', 3]","['rest', 15]","['rest', 11]","['rest', 11]","['rest', 3]","['rest', 11]","['inactive', 11]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', inf]","['rest', 11]","['rest', 7]","['salanova', -1]","['rest', 10]","['sior', -5]","['rest', 10]","['rest', 7]","['rest', 7]","['rest', 7]","['rest', 7]","['rest', 3]","['rest', inf]","['inactive', 3]","['rest', 3]","['rest', 3]","['rest', 3]","['inactive', -1]","['rest', 3]","['rest', 3]","['lalik', -1]","['lalik', -1]","['rest', inf]","['rest', inf]","['salanova', -1]","['inactive', -1]","['rest', 11]","['salanova', -1]","['sior', -5]","['inactive', inf]","['sior', -5]","['rest', inf]","['rest', 11]","['rest', inf]","['rest', 10]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 7]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 3]","['lalik', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 08:00:00,"['rest', 8]","['rest', 8]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', 4]","['rest', 16]","['rest', 12]","['rest', 12]","['rest', 4]","['rest', 12]","['rest', 12]","['inactive', 12]","['rest', 12]","['rest', 12]","['rest', inf]","['rest', 12]","['rest', 8]","['rest', 0]","['rest', 11]","['sior', -4]","['rest', 11]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 4]","['rest', inf]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 0]","['rest', 4]","['rest', 4]","['rest', 0]","['rest', 0]","['rest', inf]","['lalik', -4]","['rest', 0]","['rest', 0]","['rest', 12]","['rest', 0]","['sior', -4]","['lalik', -4]","['sior', -4]","['inactive', inf]","['rest', 12]","['lalik', -4]","['rest', 11]","['salanova', -4]","['salanova', -4]","['lalik', -4]","['salanova', -4]","['rest', inf]","['rest', 8]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['salanova', -4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 4]","['rest', 0]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]"
2023-10-21 09:00:00,"['rest', 9]","['rest', 9]","['rest', 17]","['rest', 17]","['rest', 17]","['inactive', 17]","['inactive', 17]","['inactive', 5]","['rest', 17]","['rest', 13]","['rest', 13]","['rest', 5]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', inf]","['rest', 13]","['inactive', 9]","['rest', 1]","['rest', 12]","['sior', -3]","['rest', 12]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 5]","['inactive', inf]","['inactive', 5]","['rest', 5]","['rest', 5]","['rest', 5]","['inactive', 1]","['rest', 5]","['rest', 5]","['rest', 1]","['rest', 1]","['rest', inf]","['lalik', -3]","['inactive', 1]","['rest', 1]","['rest', 13]","['rest', 1]","['sior', -3]","['lalik', -3]","['sior', -3]","['rest', inf]","['rest', 13]","['lalik', -3]","['rest', 12]","['salanova', -3]","['salanova', -3]","['lalik', -3]","['salanova', -3]","['inactive', inf]","['rest', 9]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', 5]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['salanova', -3]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['inactive', 5]","['rest', 1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 10:00:00,"['rest', 10]","['rest', 10]","['rest', 18]","['inactive', 18]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 6]","['rest', 18]","['rest', 14]","['rest', 14]","['rest', 6]","['rest', 14]","['rest', 14]","['rest', 14]","['rest', 14]","['rest', 14]","['rest', inf]","['rest', 14]","['rest', 10]","['rest', 2]","['inactive', 13]","['sior', -2]","['rest', 13]","['rest', 10]","['inactive', 10]","['rest', 10]","['rest', 10]","['rest', 6]","['inactive', inf]","['rest', 6]","['rest', 6]","['rest', 6]","['inactive', 6]","['rest', 2]","['rest', 6]","['inactive', 6]","['rest', 2]","['rest', 2]","['rest', inf]","['lalik', -2]","['rest', 2]","['rest', 2]","['inactive', 14]","['rest', 2]","['sior', -2]","['lalik', -2]","['sior', -2]","['rest', inf]","['rest', 14]","['lalik', -2]","['inactive', 13]","['salanova', -2]","['salanova', -2]","['lalik', -2]","['salanova', -2]","['rest', inf]","['inactive', 10]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 6]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['salanova', -2]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', 6]","['inactive', 2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 11:00:00,"['rest', 11]","['inactive', 11]","['inactive', 19]","['rest', 19]","['rest', 19]","['rest', 19]","['rest', 19]","['rest', 7]","['rest', 19]","['rest', 15]","['rest', 15]","['rest', 7]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', inf]","['rest', 15]","['rest', 11]","['rest', 3]","['rest', 14]","['sior', -1]","['rest', 14]","['inactive', 11]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', inf]","['inactive', 7]","['rest', 7]","['rest', 7]","['rest', 7]","['rest', 3]","['rest', 7]","['rest', 7]","['rest', 3]","['rest', 3]","['rest', inf]","['lalik', -1]","['rest', 3]","['rest', 3]","['rest', 15]","['inactive', 3]","['sior', -1]","['lalik', -1]","['sior', -1]","['rest', inf]","['rest', 15]","['lalik', -1]","['rest', 14]","['inactive', -1]","['salanova', -1]","['lalik', -1]","['salanova', -1]","['rest', inf]","['rest', 11]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', 7]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['salanova', -1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 7]","['rest', 3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 12:00:00,"['rest', 12]","['rest', 12]","['rest', 20]","['rest', 20]","['rest', 20]","['inactive', 20]","['rest', 20]","['inactive', 8]","['rest', 20]","['rest', 16]","['rest', 16]","['inactive', 8]","['rest', 16]","['inactive', 16]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', inf]","['rest', 16]","['rest', 12]","['rest', 4]","['rest', 15]","['rest', 0]","['rest', 15]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 12]","['inactive', 8]","['rest', inf]","['inactive', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 4]","['rest', 8]","['rest', 8]","['rest', 4]","['inactive', 4]","['inactive', inf]","['rest', 0]","['rest', 4]","['rest', 4]","['lalik', -4]","['rest', 4]","['rest', 0]","['rest', 0]","['inactive', 0]","['lalik', -4]","['salanova', -4]","['rest', 0]","['inactive', 15]","['rest', 0]","['rest', 0]","['rest', 0]","['rest', 0]","['lalik', -4]","['rest', 12]","['lalik', -4]","['salanova', -4]","['salanova', -4]","['salanova', -4]","['sior', -8]","['sior', -8]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 8]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', 0]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -8]","['rest', 4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 13:00:00,"['rest', 13]","['rest', 13]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 9]","['rest', 21]","['rest', 17]","['rest', 17]","['inactive', 9]","['rest', 17]","['rest', 17]","['rest', 17]","['rest', 17]","['inactive', 17]","['rest', inf]","['rest', 17]","['rest', 13]","['rest', 5]","['inactive', 16]","['rest', 1]","['rest', 16]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 9]","['inactive', inf]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 5]","['inactive', inf]","['rest', 1]","['rest', 5]","['rest', 5]","['lalik', -3]","['rest', 5]","['inactive', 1]","['rest', 1]","['rest', 1]","['lalik', -3]","['salanova', -3]","['rest', 1]","['sior3', -4]","['rest', 1]","['rest', 1]","['rest', 1]","['inactive', 1]","['lalik', -3]","['inactive', 13]","['lalik', -3]","['salanova', -3]","['salanova', -3]","['salanova', -3]","['sior', -7]","['sior', -7]","['sior3', -4]","['sior3', -4]","['rest', inf]","['inactive', 9]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 1]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -7]","['rest', 5]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]"
2023-10-21 14:00:00,"['inactive', 14]","['rest', 14]","['rest', 22]","['rest', 22]","['inactive', 22]","['rest', 22]","['rest', 22]","['rest', 10]","['rest', 22]","['rest', 18]","['inactive', 18]","['rest', 10]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', inf]","['rest', 18]","['rest', 14]","['rest', 6]","['rest', 17]","['rest', 2]","['inactive', 17]","['rest', 14]","['rest', 14]","['rest', 14]","['inactive', 14]","['rest', 10]","['sior2', -4]","['rest', 10]","['rest', 10]","['rest', 10]","['inactive', 10]","['rest', 6]","['rest', 10]","['rest', 10]","['rest', 6]","['rest', 6]","['rest', inf]","['rest', 2]","['rest', 6]","['rest', 6]","['lalik', -2]","['rest', 6]","['rest', 2]","['rest', 2]","['inactive', 2]","['lalik', -2]","['salanova', -2]","['rest', 2]","['sior3', -3]","['rest', 2]","['rest', 2]","['inactive', 2]","['rest', 2]","['lalik', -2]","['sior2', -4]","['lalik', -2]","['salanova', -2]","['salanova', -2]","['salanova', -2]","['sior', -6]","['sior', -6]","['sior3', -3]","['sior3', -3]","['rest', inf]","['rest', 10]","['inactive', inf]","['sior2', -4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 2]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -6]","['rest', 6]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
