,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,92,93,101,104,110
2023-10-21 15:00:00,"['inactive', 15]","['rest', 15]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', 23]","['inactive', 11]","['rest', 23]","['rest', 19]","['inactive', 19]","['rest', 11]","['rest', 19]","['rest', 19]","['rest', 19]","['rest', 19]","['rest', 19]","['rest', inf]","['rest', 19]","['rest', 15]","['rest', 7]","['rest', 18]","['rest', 3]","['rest', 18]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 11]","['sior2', -3]","['inactive', 11]","['rest', 11]","['rest', 11]","['rest', 11]","['inactive', 7]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', 7]","['rest', inf]","['rest', 3]","['rest', 7]","['rest', 7]","['lalik', -1]","['rest', 7]","['rest', 3]","['rest', 3]","['rest', 3]","['lalik', -1]","['salanova', -1]","['rest', 3]","['sior3', -2]","['rest', 3]","['rest', 3]","['inactive', 3]","['rest', 3]","['lalik', -1]","['sior2', -3]","['inactive', -1]","['salanova', -1]","['salanova', -1]","['inactive', -1]","['sior', -5]","['sior', -5]","['sior3', -2]","['sior3', -2]","['rest', inf]","['rest', 11]","['rest', inf]","['sior2', -3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', 3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['sior', -5]","['rest', 7]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 16:00:00,"['rest', 16]","['rest', 16]","['rest', 24]","['rest', 24]","['rest', 24]","['rest', 24]","['rest', 24]","['rest', 12]","['rest', 24]","['rest', 20]","['rest', 20]","['lalik', -4]","['inactive', 20]","['rest', 20]","['inactive', 20]","['rest', 20]","['rest', 20]","['rest', inf]","['rest', 20]","['rest', 16]","['inactive', 8]","['rest', 19]","['rest', 4]","['rest', 19]","['rest', 16]","['rest', 16]","['rest', 16]","['inactive', 16]","['rest', 12]","['sior2', -2]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 8]","['rest', 12]","['rest', 12]","['rest', 8]","['rest', 8]","['rest', inf]","['rest', 4]","['rest', 8]","['rest', 8]","['inactive', 0]","['rest', 8]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 0]","['rest', 0]","['rest', 4]","['sior3', -1]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 0]","['sior2', -2]","['inactive', 0]","['rest', 0]","['rest', 0]","['rest', 0]","['sior', -4]","['sior', -4]","['sior3', -1]","['sior3', -1]","['inactive', inf]","['salanova', -4]","['lalik', -4]","['sior2', -2]","['lalik', -4]","['lalik', -4]","['rest', inf]","['rest', 4]","['salanova', -4]","['salanova', -4]","['rest', inf]","['salanova', -4]","['sior', -4]","['rest', 8]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['inactive', inf]"
2023-10-21 17:00:00,"['rest', 17]","['rest', 17]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 13]","['rest', 25]","['inactive', 21]","['inactive', 21]","['lalik', -3]","['inactive', 21]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', inf]","['rest', 21]","['rest', 17]","['rest', 9]","['rest', 20]","['rest', 5]","['rest', 20]","['rest', 17]","['rest', 17]","['rest', 17]","['rest', 17]","['rest', 13]","['sior2', -1]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 9]","['rest', 13]","['rest', 13]","['rest', 9]","['rest', 9]","['inactive', inf]","['rest', 5]","['rest', 9]","['rest', 9]","['inactive', 1]","['rest', 9]","['rest', 5]","['inactive', 5]","['rest', 5]","['rest', 1]","['rest', 1]","['rest', 5]","['rest', 0]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', 1]","['sior2', -1]","['rest', 1]","['rest', 1]","['rest', 1]","['rest', 1]","['sior', -3]","['sior', -3]","['rest', 0]","['inactive', 0]","['sior1', -4]","['salanova', -3]","['lalik', -3]","['sior2', -1]","['lalik', -3]","['lalik', -3]","['rest', inf]","['rest', 5]","['salanova', -3]","['salanova', -3]","['inactive', inf]","['salanova', -3]","['sior', -3]","['sior1', -4]","['inactive', inf]","['rest', inf]","['sior1', -4]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 18:00:00,"['inactive', 18]","['rest', 18]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 14]","['rest', 26]","['rest', 22]","['rest', 22]","['lalik', -2]","['inactive', 22]","['rest', 22]","['rest', 22]","['rest', 22]","['rest', 22]","['rest', inf]","['rest', 22]","['rest', 18]","['rest', 10]","['rest', 21]","['rest', 6]","['rest', 21]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 14]","['inactive', 0]","['rest', 14]","['inactive', 14]","['rest', 14]","['rest', 14]","['rest', 10]","['rest', 14]","['inactive', 14]","['rest', 10]","['rest', 10]","['rest', inf]","['rest', 6]","['rest', 10]","['rest', 10]","['rest', 2]","['rest', 10]","['rest', 6]","['rest', 6]","['rest', 6]","['rest', 2]","['rest', 2]","['rest', 6]","['rest', 1]","['rest', 6]","['rest', 6]","['inactive', 6]","['rest', 6]","['inactive', 2]","['rest', 0]","['rest', 2]","['rest', 2]","['rest', 2]","['rest', 2]","['sior', -2]","['sior', -2]","['rest', 1]","['rest', 1]","['sior1', -3]","['salanova', -2]","['lalik', -2]","['rest', 0]","['lalik', -2]","['lalik', -2]","['inactive', inf]","['rest', 6]","['salanova', -2]","['salanova', -2]","['rest', inf]","['salanova', -2]","['sior', -2]","['sior1', -3]","['rest', inf]","['rest', inf]","['sior1', -3]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 19:00:00,"['rest', 19]","['rest', 19]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 15]","['rest', 27]","['rest', 23]","['rest', 23]","['inactive', -1]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', inf]","['rest', 23]","['rest', 19]","['inactive', 11]","['rest', 22]","['rest', 7]","['rest', 22]","['rest', 19]","['inactive', 19]","['rest', 19]","['rest', 19]","['rest', 15]","['rest', 1]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 15]","['inactive', 11]","['rest', 15]","['rest', 15]","['rest', 11]","['rest', 11]","['rest', inf]","['rest', 7]","['rest', 11]","['inactive', 11]","['rest', 3]","['rest', 11]","['rest', 7]","['rest', 7]","['inactive', 7]","['rest', 3]","['rest', 3]","['rest', 7]","['rest', 2]","['inactive', 7]","['rest', 7]","['rest', 7]","['inactive', 7]","['rest', 3]","['inactive', 1]","['rest', 3]","['rest', 3]","['rest', 3]","['rest', 3]","['sior', -1]","['sior', -1]","['rest', 2]","['rest', 2]","['sior1', -2]","['salanova', -1]","['lalik', -1]","['rest', 1]","['lalik', -1]","['lalik', -1]","['rest', inf]","['inactive', 7]","['inactive', -1]","['salanova', -1]","['rest', inf]","['salanova', -1]","['sior', -1]","['sior1', -2]","['rest', inf]","['inactive', inf]","['sior1', -2]","['inactive', inf]","['rest', inf]","['inactive', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]","['rest', inf]"
2023-10-21 20:00:00,"['lalik', -4]","['rest', 20]","['maazar', -3]","['sior', -8]","['maazar', -3]","['rest', 28]","['rest', 28]","['inactive', 16]","['rest', 28]","['rest', 24]","['rest', 24]","['rest', 0]","['rest', 24]","['rest', 24]","['rest', 24]","['inactive', 24]","['rest', 24]","['inactive', inf]","['rest', 24]","['rest', 20]","['salanova', -4]","['rest', 23]","['maazar', -3]","['rest', 23]","['rest', 20]","['rest', 20]","['rest', 20]","['rest', 20]","['rest', 16]","['rest', 2]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', 12]","['rest', 16]","['rest', 16]","['rest', 12]","['rest', 12]","['rest', inf]","['rest', 8]","['rest', 12]","['rest', 12]","['rest', 4]","['rest', 12]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 4]","['rest', 4]","['rest', 8]","['rest', 3]","['rest', 8]","['rest', 8]","['sior', -8]","['rest', 8]","['rest', 4]","['rest', 2]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 4]","['rest', 0]","['rest', 0]","['rest', 3]","['rest', 3]","['sior1', -1]","['rest', 0]","['rest', 0]","['rest', 2]","['rest', 0]","['rest', 0]","['lalik', -4]","['rest', 8]","['rest', 0]","['rest', 0]","['lalik', -4]","['rest', 0]","['rest', 0]","['sior1', -1]","['rest', inf]","['lalik', -4]","['sior1', -1]","['salanova', -4]","['rest', inf]","['salanova', -4]","['rest', inf]","['rest', inf]","['salanova', -4]","['maazar', -3]","['sior', -8]","['rest', inf]"
2023-10-21 21:00:00,"['lalik', -3]","['rest', 21]","['maazar', -2]","['sior', -7]","['maazar', -2]","['rest', 29]","['rest', 29]","['rest', 17]","['rest', 29]","['inactive', 25]","['rest', 25]","['rest', 1]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', inf]","['rest', 25]","['inactive', 21]","['salanova', -3]","['rest', 24]","['maazar', -2]","['rest', 24]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 17]","['inactive', 3]","['rest', 17]","['rest', 17]","['rest', 17]","['rest', 17]","['rest', 13]","['inactive', 17]","['rest', 17]","['rest', 13]","['rest', 13]","['rest', inf]","['inactive', 9]","['inactive', 13]","['rest', 13]","['rest', 5]","['rest', 13]","['rest', 9]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 5]","['rest', 9]","['rest', 4]","['rest', 9]","['rest', 9]","['sior', -7]","['inactive', 9]","['inactive', 5]","['rest', 3]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', 5]","['rest', 1]","['rest', 1]","['rest', 4]","['rest', 4]","['rest', 0]","['rest', 1]","['inactive', 1]","['rest', 3]","['rest', 1]","['rest', 1]","['lalik', -3]","['rest', 9]","['rest', 1]","['rest', 1]","['lalik', -3]","['rest', 1]","['rest', 1]","['rest', 0]","['inactive', inf]","['lalik', -3]","['rest', 0]","['salanova', -3]","['rest', inf]","['salanova', -3]","['inactive', inf]","['inactive', inf]","['salanova', -3]","['maazar', -2]","['sior', -7]","['rest', inf]"
2023-10-21 22:00:00,"['lalik', -2]","['inactive', 22]","['maazar', -1]","['sior', -6]","['maazar', -1]","['rest', 30]","['rest', 30]","['rest', 18]","['rest', 30]","['rest', 26]","['rest', 26]","['rest', 2]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', inf]","['rest', 26]","['rest', 22]","['salanova', -2]","['rest', 25]","['maazar', -1]","['rest', 25]","['rest', 22]","['rest', 22]","['rest', 22]","['rest', 22]","['rest', 18]","['inactive', 4]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 14]","['rest', 18]","['rest', 18]","['rest', 14]","['rest', 14]","['rest', inf]","['rest', 10]","['rest', 14]","['rest', 14]","['inactive', 6]","['rest', 14]","['rest', 10]","['rest', 10]","['rest', 10]","['rest', 6]","['rest', 6]","['rest', 10]","['rest', 5]","['rest', 10]","['rest', 10]","['sior', -6]","['rest', 10]","['rest', 6]","['rest', 4]","['rest', 6]","['inactive', 6]","['rest', 6]","['inactive', 6]","['rest', 2]","['inactive', 2]","['rest', 5]","['rest', 5]","['rest', 1]","['rest', 2]","['rest', 2]","['rest', 4]","['rest', 2]","['rest', 2]","['lalik', -2]","['rest', 10]","['rest', 2]","['rest', 2]","['lalik', -2]","['rest', 2]","['rest', 2]","['rest', 1]","['rest', inf]","['lalik', -2]","['rest', 1]","['salanova', -2]","['rest', inf]","['salanova', -2]","['rest', inf]","['rest', inf]","['salanova', -2]","['inactive', -1]","['sior', -6]","['rest', inf]"
2023-10-21 23:00:00,"['lalik', -1]","['rest', 23]","['rest', 0]","['sior', -5]","['rest', 0]","['rest', 31]","['rest', 31]","['rest', 19]","['rest', 31]","['rest', 27]","['rest', 27]","['rest', 3]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', inf]","['rest', 27]","['rest', 23]","['salanova', -1]","['rest', 26]","['inactive', 0]","['rest', 26]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', 23]","['rest', 19]","['inactive', 5]","['rest', 19]","['inactive', 19]","['rest', 19]","['inactive', 19]","['rest', 15]","['rest', 19]","['rest', 19]","['rest', 15]","['rest', 15]","['inactive', inf]","['rest', 11]","['rest', 15]","['inactive', 15]","['rest', 7]","['rest', 15]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', 7]","['rest', 11]","['inactive', 6]","['rest', 11]","['rest', 11]","['sior', -5]","['rest', 11]","['rest', 7]","['rest', 5]","['rest', 7]","['rest', 7]","['rest', 7]","['rest', 7]","['rest', 3]","['rest', 3]","['rest', 6]","['rest', 6]","['inactive', 2]","['rest', 3]","['rest', 3]","['rest', 5]","['rest', 3]","['rest', 3]","['lalik', -1]","['inactive', 11]","['rest', 3]","['rest', 3]","['lalik', -1]","['rest', 3]","['inactive', 3]","['rest', 2]","['rest', inf]","['lalik', -1]","['inactive', 2]","['inactive', -1]","['inactive', inf]","['salanova', -1]","['rest', inf]","['rest', inf]","['salanova', -1]","['rest', 0]","['sior', -5]","['rest', inf]"
2023-10-22 00:00:00,"['rest', 0]","['rest', 24]","['rest', 1]","['sior', -4]","['rest', 1]","['lalik', -4]","['salanova', -4]","['rest', 20]","['inactive', 32]","['rest', 28]","['salanova', -4]","['rest', 4]","['salanova', -4]","['rest', 28]","['rest', 28]","['rest', 28]","['rest', 28]","['rest', inf]","['rest', 28]","['inactive', 24]","['rest', 0]","['rest', 27]","['rest', 1]","['inactive', 27]","['rest', 24]","['rest', 24]","['rest', 24]","['rest', 24]","['rest', 20]","['rest', 6]","['rest', 20]","['rest', 20]","['rest', 20]","['rest', 20]","['rest', 16]","['rest', 20]","['rest', 20]","['rest', 16]","['rest', 16]","['rest', inf]","['rest', 12]","['inactive', 16]","['rest', 16]","['salanova', -4]","['rest', 16]","['rest', 12]","['inactive', 12]","['rest', 12]","['rest', 8]","['rest', 8]","['rest', 12]","['rest', 7]","['rest', 12]","['rest', 12]","['sior', -4]","['rest', 12]","['rest', 8]","['rest', 6]","['rest', 8]","['rest', 8]","['rest', 8]","['rest', 8]","['inactive', 4]","['rest', 4]","['inactive', 7]","['rest', 7]","['rest', 3]","['rest', 4]","['rest', 4]","['rest', 6]","['rest', 4]","['rest', 4]","['inactive', 0]","['lalik', -4]","['rest', 4]","['inactive', 4]","['rest', 0]","['rest', 4]","['rest', 4]","['rest', 3]","['inactive', inf]","['rest', 0]","['rest', 3]","['rest', 0]","['rest', inf]","['rest', 0]","['lalik', -4]","['lalik', -4]","['rest', 0]","['rest', 1]","['sior', -4]","['rest', inf]"
2023-10-22 01:00:00,"['rest', 1]","['rest', 25]","['inactive', 2]","['sior', -3]","['rest', 2]","['lalik', -3]","['salanova', -3]","['rest', 21]","['rest', 33]","['inactive', 29]","['salanova', -3]","['rest', 5]","['salanova', -3]","['rest', 29]","['rest', 29]","['rest', 29]","['rest', 29]","['rest', inf]","['rest', 29]","['rest', 25]","['inactive', 1]","['rest', 28]","['inactive', 2]","['rest', 28]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 21]","['rest', 7]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 21]","['rest', 17]","['rest', 21]","['inactive', 21]","['rest', 17]","['inactive', 17]","['rest', inf]","['rest', 13]","['rest', 17]","['rest', 17]","['salanova', -3]","['rest', 17]","['rest', 13]","['rest', 13]","['inactive', 13]","['rest', 9]","['rest', 9]","['rest', 13]","['rest', 8]","['rest', 13]","['rest', 13]","['sior', -3]","['rest', 13]","['inactive', 9]","['rest', 7]","['rest', 9]","['inactive', 9]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 5]","['rest', 8]","['rest', 8]","['rest', 4]","['rest', 5]","['inactive', 5]","['rest', 7]","['rest', 5]","['rest', 5]","['rest', 1]","['lalik', -3]","['rest', 5]","['rest', 5]","['inactive', 1]","['rest', 5]","['rest', 5]","['rest', 4]","['rest', inf]","['rest', 1]","['rest', 4]","['rest', 1]","['rest', inf]","['rest', 1]","['lalik', -3]","['lalik', -3]","['inactive', 1]","['rest', 2]","['sior', -3]","['inactive', inf]"
2023-10-22 02:00:00,"['rest', 2]","['rest', 26]","['rest', 3]","['sior', -2]","['rest', 3]","['lalik', -2]","['salanova', -2]","['inactive', 22]","['rest', 34]","['rest', 30]","['salanova', -2]","['rest', 6]","['salanova', -2]","['rest', 30]","['rest', 30]","['rest', 30]","['rest', 30]","['rest', inf]","['rest', 30]","['rest', 26]","['rest', 2]","['rest', 29]","['rest', 3]","['rest', 29]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 26]","['rest', 22]","['rest', 8]","['rest', 22]","['rest', 22]","['rest', 22]","['rest', 22]","['rest', 18]","['rest', 22]","['rest', 22]","['rest', 18]","['rest', 18]","['inactive', inf]","['rest', 14]","['inactive', 18]","['rest', 18]","['salanova', -2]","['rest', 18]","['inactive', 14]","['rest', 14]","['inactive', 14]","['rest', 10]","['rest', 10]","['rest', 14]","['rest', 9]","['rest', 14]","['rest', 14]","['sior', -2]","['rest', 14]","['rest', 10]","['rest', 8]","['rest', 10]","['inactive', 10]","['rest', 10]","['rest', 10]","['rest', 6]","['rest', 6]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 6]","['rest', 6]","['rest', 8]","['rest', 6]","['rest', 6]","['rest', 2]","['lalik', -2]","['rest', 6]","['rest', 6]","['rest', 2]","['rest', 6]","['inactive', 6]","['rest', 5]","['rest', inf]","['rest', 2]","['rest', 5]","['rest', 2]","['rest', inf]","['rest', 2]","['lalik', -2]","['lalik', -2]","['rest', 2]","['rest', 3]","['sior', -2]","['inactive', inf]"
2023-10-22 03:00:00,"['rest', 3]","['rest', 27]","['rest', 4]","['sior', -1]","['rest', 4]","['lalik', -1]","['salanova', -1]","['rest', 23]","['rest', 35]","['rest', 31]","['salanova', -1]","['rest', 7]","['salanova', -1]","['rest', 31]","['rest', 31]","['rest', 31]","['rest', 31]","['rest', inf]","['rest', 31]","['rest', 27]","['rest', 3]","['rest', 30]","['inactive', 4]","['rest', 30]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 23]","['rest', 9]","['rest', 23]","['inactive', 23]","['rest', 23]","['rest', 23]","['rest', 19]","['rest', 23]","['rest', 23]","['rest', 19]","['rest', 19]","['rest', inf]","['rest', 15]","['rest', 19]","['rest', 19]","['salanova', -1]","['rest', 19]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 11]","['rest', 11]","['rest', 15]","['rest', 10]","['rest', 15]","['rest', 15]","['sior', -1]","['rest', 15]","['rest', 11]","['rest', 9]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', 7]","['rest', 10]","['rest', 10]","['rest', 6]","['rest', 7]","['rest', 7]","['rest', 9]","['rest', 7]","['rest', 7]","['rest', 3]","['lalik', -1]","['rest', 7]","['rest', 7]","['rest', 3]","['inactive', 7]","['inactive', 7]","['rest', 6]","['inactive', inf]","['rest', 3]","['rest', 6]","['rest', 3]","['rest', inf]","['rest', 3]","['lalik', -1]","['lalik', -1]","['rest', 3]","['rest', 4]","['sior', -1]","['inactive', inf]"
2023-10-22 04:00:00,"['inactive', 4]","['sior', -8]","['rest', 5]","['rest', 0]","['inactive', 5]","['rest', 0]","['rest', 0]","['sior', -8]","['lalik', -4]","['rest', 32]","['inactive', 0]","['sior', -8]","['rest', 0]","['lalik', -4]","['salanova', -4]","['rest', 32]","['rest', 32]","['rest', inf]","['salanova', -4]","['inactive', 28]","['inactive', 4]","['salanova', -4]","['rest', 5]","['rest', 31]","['rest', 28]","['rest', 28]","['rest', 28]","['inactive', 28]","['rest', 24]","['rest', 10]","['rest', 24]","['rest', 24]","['inactive', 24]","['rest', 24]","['rest', 20]","['rest', 24]","['rest', 24]","['rest', 20]","['rest', 20]","['rest', inf]","['rest', 16]","['rest', 20]","['rest', 20]","['rest', 0]","['inactive', 20]","['rest', 16]","['rest', 16]","['rest', 16]","['rest', 12]","['rest', 12]","['rest', 16]","['lalik', -4]","['rest', 16]","['rest', 16]","['rest', 0]","['rest', 16]","['rest', 12]","['salanova', -4]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 12]","['rest', 8]","['inactive', 8]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', 8]","['rest', 8]","['rest', 10]","['inactive', 8]","['rest', 8]","['rest', 4]","['rest', 0]","['rest', 8]","['rest', 8]","['rest', 4]","['rest', 8]","['rest', 8]","['rest', 7]","['lalik', -4]","['rest', 4]","['rest', 7]","['rest', 4]","['rest', inf]","['rest', 4]","['rest', 0]","['rest', 0]","['rest', 4]","['rest', 5]","['rest', 0]","['rest', inf]"
2023-10-22 05:00:00,"['rest', 5]","['sior', -7]","['rest', 6]","['rest', 1]","['rest', 6]","['rest', 1]","['rest', 1]","['sior', -7]","['lalik', -3]","['rest', 33]","['rest', 1]","['sior', -7]","['rest', 1]","['lalik', -3]","['salanova', -3]","['inactive', 33]","['rest', 33]","['rest', inf]","['salanova', -3]","['rest', 29]","['rest', 5]","['salanova', -3]","['rest', 6]","['rest', 32]","['rest', 29]","['rest', 29]","['inactive', 29]","['rest', 29]","['rest', 25]","['rest', 11]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 25]","['rest', 21]","['rest', 25]","['rest', 25]","['rest', 21]","['rest', 21]","['rest', inf]","['rest', 17]","['rest', 21]","['rest', 21]","['rest', 1]","['rest', 21]","['rest', 17]","['inactive', 17]","['rest', 17]","['rest', 13]","['inactive', 13]","['rest', 17]","['lalik', -3]","['rest', 17]","['rest', 17]","['rest', 1]","['rest', 17]","['rest', 13]","['salanova', -3]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 13]","['rest', 9]","['rest', 9]","['rest', 12]","['rest', 12]","['rest', 8]","['rest', 9]","['rest', 9]","['rest', 11]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 1]","['rest', 9]","['rest', 9]","['rest', 5]","['rest', 9]","['rest', 9]","['rest', 8]","['lalik', -3]","['rest', 5]","['rest', 8]","['rest', 5]","['rest', inf]","['rest', 5]","['rest', 1]","['rest', 1]","['rest', 5]","['rest', 6]","['rest', 1]","['rest', inf]"
2023-10-22 06:00:00,"['rest', 6]","['sior', -6]","['rest', 7]","['rest', 2]","['rest', 7]","['rest', 2]","['inactive', 2]","['sior', -6]","['lalik', -2]","['inactive', 34]","['rest', 2]","['sior', -6]","['rest', 2]","['lalik', -2]","['salanova', -2]","['rest', 34]","['inactive', 34]","['rest', inf]","['salanova', -2]","['rest', 30]","['rest', 6]","['salanova', -2]","['rest', 7]","['rest', 33]","['rest', 30]","['rest', 30]","['rest', 30]","['rest', 30]","['rest', 26]","['rest', 12]","['rest', 26]","['rest', 26]","['inactive', 26]","['inactive', 26]","['rest', 22]","['rest', 26]","['rest', 26]","['rest', 22]","['inactive', 22]","['inactive', inf]","['rest', 18]","['rest', 22]","['rest', 22]","['rest', 2]","['rest', 22]","['rest', 18]","['rest', 18]","['rest', 18]","['rest', 14]","['rest', 14]","['rest', 18]","['lalik', -2]","['rest', 18]","['rest', 18]","['rest', 2]","['rest', 18]","['rest', 14]","['salanova', -2]","['rest', 14]","['inactive', 14]","['rest', 14]","['rest', 14]","['rest', 10]","['rest', 10]","['rest', 13]","['rest', 13]","['rest', 9]","['rest', 10]","['rest', 10]","['inactive', 12]","['inactive', 10]","['rest', 10]","['rest', 6]","['rest', 2]","['rest', 10]","['rest', 10]","['rest', 6]","['rest', 10]","['rest', 10]","['rest', 9]","['lalik', -2]","['rest', 6]","['inactive', 9]","['rest', 6]","['rest', inf]","['rest', 6]","['rest', 2]","['rest', 2]","['rest', 6]","['rest', 7]","['rest', 2]","['rest', inf]"
2023-10-22 07:00:00,"['rest', 7]","['sior', -5]","['rest', 8]","['rest', 3]","['rest', 8]","['rest', 3]","['rest', 3]","['sior', -5]","['lalik', -1]","['rest', 35]","['rest', 3]","['sior', -5]","['rest', 3]","['lalik', -1]","['salanova', -1]","['rest', 35]","['rest', 35]","['rest', inf]","['salanova', -1]","['rest', 31]","['rest', 7]","['inactive', -1]","['rest', 8]","['rest', 34]","['rest', 31]","['rest', 31]","['rest', 31]","['rest', 31]","['rest', 27]","['rest', 13]","['inactive', 27]","['rest', 27]","['rest', 27]","['rest', 27]","['rest', 23]","['rest', 27]","['rest', 27]","['rest', 23]","['rest', 23]","['rest', inf]","['rest', 19]","['rest', 23]","['rest', 23]","['rest', 3]","['rest', 23]","['rest', 19]","['rest', 19]","['rest', 19]","['inactive', 15]","['rest', 15]","['rest', 19]","['inactive', -1]","['rest', 19]","['rest', 19]","['rest', 3]","['inactive', 19]","['rest', 15]","['salanova', -1]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 15]","['rest', 11]","['rest', 11]","['rest', 14]","['rest', 14]","['rest', 10]","['rest', 11]","['rest', 11]","['rest', 13]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', 3]","['rest', 11]","['rest', 11]","['rest', 7]","['rest', 11]","['rest', 11]","['rest', 10]","['lalik', -1]","['rest', 7]","['rest', 10]","['rest', 7]","['rest', inf]","['rest', 7]","['rest', 3]","['rest', 3]","['rest', 7]","['rest', 8]","['inactive', 3]","['rest', inf]"
